	d1	d2	chat	sentences	date
463	-4.919632	5.518879	Correio Sabiá	news/622ab 📸 Instagram: 	2020-10-15
464	-0.8656081	4.962139	Correio Sabiá	news/u4y 🐦 Twitter: 	2020-10-15
465	27.790934	9.306335	Correio Sabiá	2020* - 💉 _Bolsonaro manda cancelar intenção de compra da vacina produzida pelo Butantan com empresa da China;_ 🇨🇳 - 🎩 _Por 57 votos a favor e 10 contrários, Senado aprova indicação de Kassio Marques para o STF;_ 👨🏻‍⚖️ - 🦠 _Senador Arolde de Oliveira morre de covid-19; Brasil passa de 155 mil óbitos pela doença_ 😔 🦠 *Pandemia	2020-10-22
466	28.091883	9.534357	Correio Sabiá	* O presidente Jair Bolsonaro (sem partido) declarou ontem que *mandou cancelar* o protocolo no qual o governo dizia ter *intenções de comprar a vacina produzida pelo Butantan* em parceria com a empresa chinesa Sinovac	2020-10-22
467	-2.8509562	9.882631	Correio Sabiá	news/82db9 (Leitura: 3min) ➕ *Mais:* O protocolo com intenção de comprar *46 milhões de doses* foi anunciado pelo general e ministro Eduardo *Pazuello* (Saúde) na 3ª feira (20)	2020-10-22
468	11.631355	-33.0231	Correio Sabiá	 💳💉 O Butantan é vinculado ao estado de São Paulo, governado por *João Doria* (PSDB), *adversário político* de Bolsonaro	2020-10-22
469	-13.416945	28.92168	Correio Sabiá	 🎩👀 - *BBC Brasil:* 	2020-10-22
470	29.950903	9.175463	Correio Sabiá	news/zx7 (Leitura: 5min30s) 💬 *Continuando…* De acordo com o _G1,_ *Bolsonaro sabia das tratativas do Ministério da Saúde para adquirir a vacina	2020-10-22
471	17.284046	22.631458	Correio Sabiá	* 🧐 No entanto, teria ficado desagradado por Doria faturar politicamente com o caso	2020-10-22
472	-1.9630886	15.38042	Correio Sabiá	news/5ye (Leitura: 1min) 🏥 *Mais:* O caso fez o Ministério da Saúde emitir uma nota na manhã de ontem na qual afirma que houve uma *“interpretação equivocada” das declarações de Pazuello* e que “não houve qualquer compromisso com o governo de São Paulo ou seu governador”	2020-10-22
473	38.03528	-0.774043	Correio Sabiá	* Para o presidente da Anvisa (Agência Nacional de Vigilância Sanitária) *“pouco importa de onde vem a vacina”	2020-10-22
474	8.780084	12.410669	Correio Sabiá	* 🤷🏻‍♂️💉 A oposição disse que vai à Justiça contra o cancelamento das intenções	2020-10-22
475	12.419982	7.866613	Correio Sabiá	 ⚖️ Governadores criticaram a decisão do presidente	2020-10-22
476	-2.9187086	28.947334	Correio Sabiá	 🎩 🦠 _Eis abaixo o balanço da covid-19 (doença causada pelo novo coronavírus), com dados do Ministério da Saúde atualizados até as 17h30	2020-10-22
477	-2.5347545	36.078445	Correio Sabiá	_ 🏥📊 😔 *566* novas mortes 😔 *155	2020-10-22
478	10.410598	29.485813	Correio Sabiá	772* é o total de casos da doença 😔 *Aliás,* o senador *Arolde de Oliveira* (PSD-RJ), de 83 anos, *morreu ontem* de complicações em decorrência da *covid-19	2020-10-22
479	1.3926579	16.352518	Correio Sabiá	* 🦠 Colegas prestaram homenagens durante a sabatina do desembargador Kassio Marques	2020-10-22
480	-6.1645184	8.837475	Correio Sabiá	 ⚰️🙌🏻👐🏻 - *Twitter:* 	2020-10-22
481	14.965073	10.518829	Correio Sabiá	news/76221 🎩 *Falando nisso,* o Senado *aprovou* ontem por *57 votos a favor e 10 contrários* a indicação de Marques para a vaga do ministro Celso de Mello no STF (Supremo Tribunal Federal)	2020-10-22
482	-6.1099777	-7.419868	Correio Sabiá	 ✔️👉🏻👨🏻‍⚖️ - *Senado:* 	2020-10-22
483	-4.861327	24.12512	Correio Sabiá	news/840d7 (Leitura: 3min) ➕ *Mais:* Durante a sabatina de 10 horas na CCJ (Comissão de Constituição e Justiça), Marques disse que a *prisão após condenação em 2ª instância* é agora um *assunto para o Congresso* decidir (e não o Judiciário)	2020-10-22
484	-17.969091	25.882896	Correio Sabiá	news/a33d9 (Leitura: 2min30s) 🐦 _O Correio Sabiá é um trabalho jornalístico independente do jornalista Maurício Ferro	2020-10-22
485	-24.86336	25.099207	Correio Sabiá	 🙋🏻‍♂️🗞 Fique à vontade para entrar em contato: redacao@correiosabia	2020-10-22
486	-4.6992917	5.446888	Correio Sabiá	news/622ab 📸 Instagram: 	2020-10-22
487	-0.865758	4.962161	Correio Sabiá	news/u4y 🐦 Twitter: 	2020-10-22
488	21.301788	11.012716	Correio Sabiá	2020* - 🌎 _Bolsonaro discursa hoje na Assembleia da ONU e deve defender medidas do seu governo na Amazônia;_ 🌿 - 🎩 _Depois de tentar obstruir sessão, senadores convidam Ernesto Araújo explicar encontro com Mike Pompeo e Roraima;_ 🇺🇸 - ✔️ _Câmara aprova criação do Ministério das Comunicações e reajuste de salário para policiais militares do DF_ 👮🏻‍♂️ 🎩 *Executivo	2020-09-22
489	25.438074	18.592173	Correio Sabiá	* O presidente Jair *Bolsonaro* (sem partido) *discursa hoje (em vídeo gravado) na ONU* (Organização das Nações Unidas)	2020-09-22
490	21.87258	25.682348	Correio Sabiá	 🌎 Deve falar sobre a Amazônia e as medidas do governo para tentar mitigar as queimadas na região (e no Pantanal)	2020-09-22
491	-0.16923852	11.1488085	Correio Sabiá	 🔥🍃 👨🏻‍⚖️ *Aliás,* o STF (Supremo Tribunal Federal) iniciou ontem *debates* sobre o Fundo Nacional sobre Mudança do Clima, ou *Fundo Clima,* vinculado ao Ministério do Meio Ambiente	2020-09-22
492	-0.5750934	6.0213237	Correio Sabiá	 💰🌞 Diversas autoridades participaram	2020-09-22
493	6.717291	2.8858752	Correio Sabiá	 🗓 🔙 *Ontem,* o presidente da Câmara, Rodrigo *Maia* (DEM-RJ), afirmou no debate que as *queimadas prejudicam o agronegócio	2020-09-22
494	10.313847	2.8894458	Correio Sabiá	* 🚜🔥 Já o general e ministro Augusto Heleno (Gabinete de Segurança Institucional) falou que as críticas sobre desmatamento *visam derrubar o governo	2020-09-22
495	-6.8069315	22.966843	Correio Sabiá	bo/33Q0yzj (Leitura: 3min) 🎩 *Congresso	2020-09-22
496	15.941985	11.570969	Correio Sabiá	* Um grupo de senadores tentou *barrar* a sessão que analisaria *32 indicações a embaixadores* por causa da visita do secretário de Estado dos Estados Unidos, *Mike Pompeo,* à Operação Acolhida, que recebe *imigrantes venezuelanos* em Roraima	2020-09-22
497	-6.8223705	22.629961	Correio Sabiá	ly/3cwO8Rb (Leitura: 2min30s) ➕ *Mais:* Os congressistas desistiram	2020-09-22
498	16.883076	10.378567	Correio Sabiá	 Em vez da obstrução, aprovaram os nomes na CRE (Comissão de Relações Exteriores) e *convidaram o chanceler Ernesto Araújo* a explicar a visita de Pompeo na próxima *5ª feira (24)	2020-09-22
499	-2.7401612	4.3966827	Correio Sabiá	* ✔️📩 Araújo encontrou o norte-americano na última 6ª feira (18)	2020-09-22
500	11.36551	10.326323	Correio Sabiá	 👀 💭 *Contexto:* Críticos da visita dizem que Pompeo aproveitou a proximidade da eleição nos EUA e fez *“campanha eleitoral” no Brasil	2020-09-22
501	-0.8157556	3.8032095	Correio Sabiá	* 🇧🇷 Já o general e vice-presidente Hamilton Mourão (PRTB) declarou que a visita *“não foi nada de mais”	2020-09-22
502	-4.4304743	-4.6696362	Correio Sabiá	* Segundo ele, pensar em proveito eleitoral é tratar americanos como *“gado”	2020-09-22
503	-8.861779	23.496185	Correio Sabiá	ly/2S1cs4d (Leitura: 2min) 🎩 *Câmara	2020-09-22
504	14.326211	8.713729	Correio Sabiá	* A Casa *aprovou* ontem a MP (medida provisória) que *cria o Ministério das Comunicações	2020-09-22
505	-6.448683	-7.7990193	Correio Sabiá	* ✔️📻 O texto segue para o Senado	2020-09-22
506	-3.6865659	-15.89952	Correio Sabiá	 A Câmara também aprovou a MP que *reajusta salário para policiais militares* e bombeiros do DF (Distrito Federal)	2020-09-22
507	-9.927036	24.316502	Correio Sabiá	ly/32ThcyI (Leitura: 1min) | *Poder360:* bit	2020-09-22
508	-7.9628043	23.683052	Correio Sabiá	ly/2Hhq0Gl (Leitura: 1min30s) ⚖️ *Justiça	2020-09-22
509	19.031113	13.889492	Correio Sabiá	* O senador *Flávio Bolsonaro* (Republicanos-RJ) *faltou* ontem à *acareação* marcada junto com o empresário *Paulo Marinho* (PSDB-RJ), suplente dele no Senado	2020-09-22
510	2.0234938	3.4239264	Correio Sabiá	 👨🏻‍⚖️🎩 Flávio pediu a remarcação do compromisso para o dia 5 de outubro	2020-09-22
511	-3.9061232	28.793056	Correio Sabiá	bo/32P3kFY (Leitura: 2min30s) 🦠 _Eis abaixo o balanço da covid-19, com dados do Ministério da Saúde atualizados até as 17h30	2020-09-22
512	-2.3418238	35.639824	Correio Sabiá	_ 📊 😔 *377* novas mortes 😔 *137	2020-09-22
513	-19.69118	26.188831	Correio Sabiá	068* é o total de casos da doença 🐦 _O Correio Sabiá é um trabalho jornalístico independente do jornalista Maurício Ferro	2020-09-22
514	-25.673504	25.437958	Correio Sabiá	 🙋🏻‍♂️🗞 Fique à vontade para entrar em contato:_ redacao@correiosabia	2020-09-22
515	30.998919	-1.562255	Correio Sabiá	2020* - 💉 _Após Doria anunciar início da vacinação em São Paulo no dia 25 de janeiro, Bolsonaro fala que governo federal vai oferecer vacina gratuita “e não obrigatória” para toda a população;_ 😷 - 📋 _Maia diz que Legislativo vai definir plano de vacinação com ou sem ajuda do governo federal; Mourão afirma que 150 milhões de brasileiros serão vacinados até fim de 2021;_ 🔰 - 🧐 _Bolsonaro analisa nomes do MDB para sucessão de Alcolumbbre no Senado; Presidente tem mais chances de avançar em agenda conservadora sem Maia no comando da Câmara_ 🇧🇷 🦠 *Pandemia	2020-12-08
516	31.528782	-0.7311485	Correio Sabiá	* O presidente Jair Bolsonaro (sem partido) disse ontem que o governo federal *vai oferecer a vacina contra a covid-19 para toda a população* “de forma gratuita e não obrigatória”, caso haja certificação da *Anvisa* (Agência Nacional de Vigilância Sanitária)	2020-12-08
517	-6.3881483	8.191783	Correio Sabiá	 🧾✔️💉 - *Instagram:* 	2020-12-08
518	31.912453	-4.4821677	Correio Sabiá	news/0vq 💭 *Contexto:* Bolsonaro fez o anúncio no *mesmo dia* em que seu adversário político, o governador de São Paulo, João *Doria* (PSDB), falou que a vacinação em seu estado começará no dia *25 de janeiro	2020-12-08
519	-4.651426	26.433233	Correio Sabiá	news/q82 (Leitura: 4min) ➕ *Mais:* Dia 25 de janeiro é a data de *aniversário da capital paulista	2020-12-08
520	36.86416	-8.068761	Correio Sabiá	* 🥳 A vacina produzida pelo Butantan, instituto ligado ao governo de São Paulo, em parceria com a farmacêutica chinesa Sinovac –a CoronaVac– *ainda não tem certificação da Anvisa	2020-12-08
521	38.984173	-2.269678	Correio Sabiá	* 🧾🇨🇳 💭 *Mais contexto:* O plano preliminar de vacinação anunciado pelo governo federal prevê começar a imunizar *só em março	2020-12-08
522	35.118763	-16.04291	Correio Sabiá	* 😴 Doria disse que outros estados e municípios –como Curitiba e Rio de Janeiro– já *mostraram interesse na CoronaVac	2020-12-08
523	38.200737	-4.56431	Correio Sabiá	* 👀💉 🏥 *Aliás,* o Ministério da Saúde informou ontem que avançou nas tratativas para *compra de 70 milhões de doses da vacina da Pfizer* (que precisa ser armazenada a -70°C)	2020-12-08
524	-13.196678	-5.308432	Correio Sabiá	 💵☃️💉 Um memorando deve ser assinado ainda nesta semana para formar a intenção de compra	2020-12-08
525	29.424885	0.40581694	Correio Sabiá	* O presidente da Câmara, Rodrigo Maia (DEM-RJ), disse que o Legislativo vai definir um plano de vacinação com ou sem o governo federal	2020-12-08
526	4.5489974	22.704779	Correio Sabiá	 💥 Caso contrário, disse ele, a sociedade “entrará em pânico”	2020-12-08
527	42.937286	-4.564229	Correio Sabiá	news/72abf (Leitura: 3min) 💬 *Continuando…* Sem detalhar como, o general e vice-presidente Hamilton Mourão (PRTB) disse ontem que *150 milhões* de brasileiros (de um total em torno de 210 milhões) devem ser vacinados *até o fim do ano que vem	2020-12-08
528	-3.930685	28.565098	Correio Sabiá	news/6f523 (Leitura: 3min) 🦠 _Eis abaixo o balanço da covid-19 com dados do Ministério da Saúde atualizados até as 17h30	2020-12-08
529	-2.772848	35.648224	Correio Sabiá	_ 🏥📊 😔 *376* novas mortes 😔 *177	2020-12-08
530	18.183357	15.583349	Correio Sabiá	911* é o total de casos da doença 🔙 *Voltando ao Congresso…* A impossibilidade de Maia se *reeleger* no comando da Câmara *favoreceu Bolsonaro,* que agora tem uma chance de se alinhar a quem ficar no cargo e *avançar na pauta conservadora	2020-12-08
531	-9.73602	33.789635	Correio Sabiá	* 📑🙏🏻 - *Poder360:* 	2020-12-08
532	-0.90002584	16.427124	Correio Sabiá	news/5d2b5 (Leitura: 3min30s) 💭 *Contexto:* Maia pautava propostas *reformistas na Economia,* mas deixava de pautar propostas que *desagradavam ao PT,* por exemplo	2020-12-08
533	18.854643	16.969875	Correio Sabiá	 📑🔴 Um candidato a suceder o atual presidente da Câmara é o deputado *Arthur Lira* (PP-AL), próximo de Bolsonaro	2020-12-08
534	18.426628	14.251719	Correio Sabiá	 🎩🤝 🧐 *No Senado,* Bolsonaro *avalia nomes do MDB* para substituir Davi Alcolumbre (DEM-AP)	2020-12-08
535	-1.4374452	-2.657898	Correio Sabiá	 Entre eles: Fernando Bezerra (PE), Eduardo Gomes (TO) e Eduardo Braga (AM)	2020-12-08
536	-4.194989	19.18115	Correio Sabiá	news/a1f (Leitura: 2min30s) ➕ *Mais:* O _Congresso em Foco_ mostrou ontem que os senadores Simone Tebet (MDB-MS) e Eduardo Gomes (MDB-TO), assim como os deputados federais Arthur Lira (PP-AL) e Baleia Rossi (MDB-SP), são vistos por seus colegas como aqueles que *mais têm chances de vencer	2020-12-08
537	-5.57652	20.223637	Correio Sabiá	* 👀🏆 - *Congresso em Foco:* 	2020-12-08
538	-17.976282	25.957243	Correio Sabiá	news/ezi (Leitura: 1min30s) 🐦 _O Correio Sabiá é um trabalho jornalístico independente do jornalista Maurício Ferro	2020-12-08
539	-25.147253	24.68565	Correio Sabiá	 🙋🏻‍♂️🗞 Fique à vontade para entrar em contato: redacao@correiosabia	2020-12-08
540	-4.690959	5.460661	Correio Sabiá	news/622ab 📸 Instagram: 	2020-12-08
541	-0.8657648	4.9621367	Correio Sabiá	news/u4y 🐦 Twitter: 	2020-12-08
542	23.019749	10.05621	Correio Sabiá	2020* - 🤥 _Na ONU, Bolsonaro diz que seu governo é vítima de brutal campanha de desinformação ambiental; presidente culpa índios por queimadas;_ ⛺ - 🌎 _Ainda na ONU, Bolsonaro diz que isolamento ficou a cargo dos estados e municípios, elogia agronegócio e fala nas reformas de seu governo;_ 🚜 - 🔥 _Grande parte do fogo do Pantanal começou em 5 fazendas pecuaristas que fornecem para gigantes do agronegócio_ 🐮 🌎 *ONU	2020-09-23
543	25.433702	18.527222	Correio Sabiá	* O presidente Jair *Bolsonaro* (sem partido) discursou ontem, pela 2ª vez, na Assembleia Geral das *Nações Unidas	2020-09-23
544	40.625626	10.322601	Correio Sabiá	* 🗣 Por causa da pandemia, os chefes de Estado não se encontraram pessoalmente	2020-09-23
545	-8.058658	6.509727	Correio Sabiá	 🦠 Os discursos foram *gravados em vídeo	2020-09-23
546	23.35066	10.119676	Correio Sabiá	ly/32TPe61 (Leitura: 5min) ➕ *Mais:* Bolsonaro afirmou que seu governo é *“vítima de uma das mais brutais campanhas de desinformação* sobre a Amazônia e o Pantanal”	2020-09-23
547	-6.4355936	-0.57967776	Correio Sabiá	 🤥🌿 A campanha, segundo o presidente, é feita por *organizações internacionais* “que se unem a *associações brasileiras”* interessadas em prejudicar o seu governo	2020-09-23
548	23.226822	24.166595	Correio Sabiá	 🤔 🤥 *Falando em desinformação,* Bolsonaro disse que “os *incêndios* acontecem praticamente, nos mesmos lugares, […] onde *o caboclo e o índio queimam seus roçados* em busca de sua sobrevivência, em áreas já desmatadas	2020-09-23
549	-3.7455442	8.954174	Correio Sabiá	” ⛺🔥 Áreas indígenas costumam ser mais preservadas	2020-09-23
550	8.608633	1.2985134	Correio Sabiá	bo/32ShtSF (Leitura: 6min) 👉🏻 *Aliás,* reportagem do _Repórter Brasil_ mostrou que *grande parte do fogo no Pantanal começou em fazendas de pecuaristas* que fornecem para *gigantes do agronegócio	2020-09-23
551	6.813865	-7.720908	Correio Sabiá	* 🐮🔥🌿 Cinco propriedades do Mato Grosso respondem por destruição de área equivalente à cidade do Rio de Janeiro	2020-09-23
552	1.128595	-8.453126	Correio Sabiá	ly/2HiIR3P (Leitura: 5min) 🤓 *Já uma pesquisa* da UFMG (Universidade Federal de Minas Gerais) mostrou que a *liberação da mineração em terras indígenas,* como deseja o governo Bolsonaro, pode gerar *perdas de US$ 5 bilhões* em serviços ecossistêmicos	2020-09-23
553	25.093784	10.759315	Correio Sabiá	ly/3hTxA6W (Leitura: 2min30s) 🔙 *Voltando à ONU,* Bolsonaro defendeu as ações de seu governo durante a pandemia	2020-09-23
554	-3.8409522	-13.773485	Correio Sabiá	 Mencionou o pagamento do *auxílio emergencial	2020-09-23
555	6.031239	-13.972815	Correio Sabiá	* 💵🆘 Disse que medidas de isolamento ficaram a cargo de estados e municípios	2020-09-23
556	-2.6952317	-8.545046	Correio Sabiá	 🦠 Falou sobre *reformas* já realizadas e que estão por vir	2020-09-23
557	7.4629216	-0.51147634	Correio Sabiá	 📑 Ele elogiou o *agronegócio* brasileiro	2020-09-23
558	25.098404	4.454349	Correio Sabiá	 🚜 🔚 *Para finalizar…* O presidente disse que teria *“tolerância zero” com crimes ambientais	2020-09-23
559	18.594202	0.06837384	Correio Sabiá	* 🌿 Falou que o Brasil é um *país “cristão e conservador”	2020-09-23
560	6.214748	17.629791	Correio Sabiá	* 🙏🏻 E criticou a *Venezuela,* mas defendeu ditaduras do Oriente Médio e a “paz” na região, de acordo com proposta do presidente dos Estados Unidos, Donald Trump	2020-09-23
561	24.149837	16.818861	Correio Sabiá	* Governistas elogiaram as declarações de Bolsonaro	2020-09-23
562	-1.6544669	11.914423	Correio Sabiá	 A oposição disse que o discurso foi *“vergonhoso”	2020-09-23
563	3.7437842	3.278348	Correio Sabiá	* 😳 Já o secretário-executivo do Observatório do Clima, Marcio Astrini, falou que o presidente *“terceirizou”* a responsabilidade sobre as queimadas	2020-09-23
564	-9.436632	24.030062	Correio Sabiá	ly/33UovWx (Leitura: 2min) 🎩 *Planalto	2020-09-23
565	24.244078	18.759108	Correio Sabiá	* Bolsonaro assistiu ao pronunciamento no Palácio do Planalto, sede do Poder Executivo, ao lado de *líderes do governo* no Legislativo e alguns ministros de seu governo, como o general Luiz Eduardo *Ramos* (Secretaria de Governo)	2020-09-23
566	15.744555	9.059975	Correio Sabiá	* A Câmara aprovou o *novo CTB* (Código de Trânsito Brasileiro)	2020-09-23
567	3.934061	-30.582693	Correio Sabiá	 🚦✔️ O texto estabelece diferentes critérios para ampliar o *número de pontos* e a *validade da carteira* de habilitação, por exemplo	2020-09-23
568	-8.914063	22.749464	Correio Sabiá	ly/2FSrQgF (Leitura: 2min30s) 🗓 *Agenda	2020-09-23
569	23.293625	15.857369	Correio Sabiá	* Bolsonaro *viaja hoje* para o *Rio* de Janeiro	2020-09-23
570	-3.6868675	4.2855563	Correio Sabiá	 ✈️ Vai à Aman (Academia Militar das Agulhas Negras), em Resende	2020-09-23
571	17.874498	-25.913013	Correio Sabiá	 Aliás, no Rio, a *Alerj* (Assembleia Legislativa do Rio) *vota o _impeachment_* do governador Wilson *Witzel* (PSC) a partir de hoje	2020-09-23
572	-3.8570793	28.762203	Correio Sabiá	bo/3hSSfI5 (Leitura: 3min) 🦠 _Eis abaixo o balanço da covid-19, com dados do Ministério da Saúde atualizados até as 17h30	2020-09-23
573	-2.2156768	35.617985	Correio Sabiá	_ 📊 😔 *836* novas mortes 😔 *138	2020-09-23
574	-19.797419	26.230494	Correio Sabiá	604* é o total de casos da doença 🐦 _O Correio Sabiá é um trabalho jornalístico independente do jornalista Maurício Ferro	2020-09-23
575	-25.672182	25.439219	Correio Sabiá	 🙋🏻‍♂️🗞 Fique à vontade para entrar em contato:_ redacao@correiosabia	2020-09-23
576	30.81886	-1.7181591	Correio Sabiá	2020* - 👨🏻‍💼 _Servidores da Anvisa divulgam carta na qual afirmam que agência está acima de pressões políticas; Butantan inicia produção de vacinas e fará até 1 milhão de doses ao dia;_ 💉 - ✔️ _Anvisa aprova regras para uso emergencial de vacinas e abre caminho para registro de imunizantes; Comitê nos EUA recomenda aprovação de uso emergencial da vacina da Pfizer;_ 🇺🇸 - 🔚 _Bolsonaro diz que Brasil está “vivendo finalzinho de pandemia”; 22 estados enfrentam aumento do número de casos de Covid-19;_ 📈 🦠 *Pandemia	2020-12-11
577	-0.096779205	7.837805	Correio Sabiá	* Servidores da *Anvisa* (Agência Nacional de Vigilância Sanitária) divulgaram ontem uma *carta* na qual afirmam que a agência e seu trabalho técnico estão *acima de pressões políticas	2020-12-11
578	-7.1954594	9.302747	Correio Sabiá	* 👨🏻‍💼📝📩 - *Folha:* 	2020-12-11
579	-4.5264125	7.7523994	Correio Sabiá	news/cc765 (Leitura: 1min) 💭 *Contexto:* A agência está no centro de uma rivalidade política que tem a *disputa pela Presidência em 2022 como pano de fundo	2020-12-11
580	35.503452	-8.003134	Correio Sabiá	* 🎯 A Anvisa já determinou a suspensão dos testes da CaronaVac alegando “efeito adverso grave”, mas o incidente não tinha relação com o imunizante	2020-12-11
581	34.048607	-1.6292195	Correio Sabiá	 👀🧐 🏥 *Falando nela…* A Diretoria Colegiada da Anvisa *aprovou* ontem uma resolução com *regras para o uso emergencial* de vacinas contra a Covid-19	2020-12-11
582	-8.320063	21.114708	Correio Sabiá	news/2f737 (Leitura: 2min) 👨🏻‍🏫 *Explicando:* A agência já tinha definido, no dia 2, os requisitos para pedido de uso emergencial	2020-12-11
583	12.945706	-3.3331144	Correio Sabiá	 Na prática, a aprovação *abre caminho para as empresas pedirem a autorização* emergencial	2020-12-11
584	-5.8225327	10.706845	Correio Sabiá	 🙏🏻🆘 De acordo com a Anvisa, ainda *não chegou nenhum pedido* desse tipo	2020-12-11
585	36.749546	-20.996595	Correio Sabiá	 🤷🏻‍♂️ 🤔 *Lembrando:* Autorização emergencial *pode ser suspensa ou revogada* a qualquer momento pela Anvisa	2020-12-11
586	34.76847	-1.2079847	Correio Sabiá	 ❌ No caso com combate à Covid-19, a autorização pode funcionar *até que a vacina tenha o registro definitivo aprovado	2020-12-11
587	37.59627	-4.3808417	Correio Sabiá	* O comitê consultivo da agência reguladora dos Estados Unidos *recomendou* ontem a *aprovação de uso emergencial da vacina da Pfizer* (que precisa ser armazenada a -70ºC)	2020-12-11
588	-1.5861402	5.6924663	Correio Sabiá	 ✔️💉☃️ É o 4º país a seguir este caminho	2020-12-11
589	-8.244036	24.905952	Correio Sabiá	news/274c4 (Leitura: 2min) 💉 *Vacina	2020-12-11
590	34.810192	-6.808291	Correio Sabiá	* Há 4 vacinas no Brasil em fase 3 (a última) de testes	2020-12-11
591	36.723675	-13.591169	Correio Sabiá	 Uma delas é a CaronaVac, produzida pelo Butantan em parceria com a empresa chinesa Sinovac	2020-12-11
592	39.479874	-3.4833157	Correio Sabiá	 🤝🇨🇳 O instituto ligado ao governo paulista iniciou ontem a produção do imunizante	2020-12-11
593	41.914085	-6.243389	Correio Sabiá	 *Fará até 1 milhão de doses ao dia	2020-12-11
594	23.989407	-9.474587	Correio Sabiá	* 🧬🔬 🎩 *Falando nele…* O governo de São Paulo disse que o contágio em dezembro é *maior do que no 1º pico da doença	2020-12-11
595	24.809626	-9.439253	Correio Sabiá	* 📊 E o secretário de Saúde do Paraná, Beto Preto, falou que esta é a pior semana da pandemia desde março	2020-12-11
596	-8.168282	25.886087	Correio Sabiá	news/3f53d (Leitura: 2min30s) 🎩 *Executivo	2020-12-11
597	28.064772	13.030167	Correio Sabiá	* Enquanto isso, o presidente Jair Bolsonaro (sem partido) voltou a dizer que o Brasil está *“vivendo um finalzinho de pandemia”	2020-12-11
598	25.750755	-17.274162	Correio Sabiá	* 🔚👀 Há 22 entes da federação (de 27) com *aumento do número de casos* da Covid-19	2020-12-11
599	0.6081984	7.2725987	Correio Sabiá	news/f9c5d (Leitura: 1min30s) ➕ *Mais:* Já o novo *ministro do Turismo,* Gilson Machado Neto (que presidia a Embratur e costumava aparecer em _lives_ de Bolsonaro tocando sanfona) disse que o *setor turístico não suportaria um _lockdown	2020-12-11
600	0.84093887	-0.7034703	Correio Sabiá	_* ✈️ Gilson é *dono de hotel* em São Miguel dos Milagres (AL)	2020-12-11
601	37.930912	-10.505829	Correio Sabiá	 🌴🏝 🤓 _Para ler no final de semana e tirar dúvidas:_ 👇🏻 📌 A _BBC Brasil_ produziu uma reportagem com respostas para *10 perguntas sobre o que se sabe da vacina CoronaVac,* produzida pelo Butantan junto com a Sinovac	2020-12-11
602	-13.412852	28.919897	Correio Sabiá	 🇨🇳💉 - *BBC Brasil:* 	2020-12-11
603	38.06858	-10.482064	Correio Sabiá	news/f9abe (Leitura: 4min) 📌 A _BBC Brasil_ também elaborou uma reportagem com *o que se sabe sobre a segurança das vacinas* (todas elas) que estão sendo produzidos no mundo contra a Covid-19	2020-12-11
604	-13.4126835	28.919516	Correio Sabiá	 🌏❌🦠 - *BBC Brasil:* 	2020-12-11
605	-18.02731	25.945496	Correio Sabiá	news/a8e (Leitura: 4min30s) 🐦 _O Correio Sabiá é um trabalho jornalístico independente do jornalista Maurício Ferro	2020-12-11
606	-24.858427	25.07223	Correio Sabiá	 🙋🏻‍♂️🗞 Fique à vontade para entrar em contato: redacao@correiosabia	2020-12-11
607	-4.8971562	5.504731	Correio Sabiá	news/622ab 📸 Instagram: 	2020-12-11
608	-0.8654653	4.9618406	Correio Sabiá	news/u4y 🐦 Twitter: 	2020-12-11
609	29.174715	-1.1772254	Correio Sabiá	2020* - 💳 _Governo propõe pagar até duas parcelas extras de seguro-desemprego para demitidos na pandemia;_ 👔 - 📜 _A exemplo do Chile, líder do governo na Câmara defende fazer plebiscito para mudar Constituição; juristas criticam_ 🎩 - 👨🏻‍⚖️ _Maior parte do STF defende vacinação obrigatória contra a covid-19_ 💉 💰 *Economia	2020-10-27
610	-3.2690332	-17.551826	Correio Sabiá	* O governo federal propôs o pagamento de até *duas parcelas extras do seguro-desemprego* a quem foi *demitido sem justa-causa* do dia 20 de março a 31 de julho deste ano	2020-10-27
611	-2.4627876	-23.392923	Correio Sabiá	 🗓👔 O custo estimado é de *R$ 7,3 bilhões	2020-10-27
612	10.023858	2.8484683	Correio Sabiá	* 💵 🎩 *Já o ministro* Paulo Guedes (Economia) voltou a falar ontem que há *“acordos políticos”* que prejudicam o *avanço do programa de privatizações* do governo	2020-10-27
613	13.212137	8.514729	Correio Sabiá	 🤝 Apesar disso, ele elogiou o Legislativo, que é “reformista”	2020-10-27
614	6.2356253	3.907563	Correio Sabiá	 👏🏻👀 💭 *Contexto:* Em outra ocasião, Guedes afirmou que o presidente da Câmara, Rodrigo Maia (DEM-RJ), estava *alinhado à esquerda	2020-10-27
615	-12.373297	1.6895053	Correio Sabiá	* 🔴 Por isso, não avançava a agenda de privatizações	2020-10-27
616	5.5610476	4.1143837	Correio Sabiá	 Guedes e Maia têm histórico de troca de farpas, mas de semanas para cá adotaram *tom mais comedido* publicamente	2020-10-27
617	18.971035	9.222327	Correio Sabiá	 📌🕊 📜 *Falando em Câmara,* o líder do governo naquela Casa, Ricardo Barros (PP-PR), sugeriu ontem realizar um *plebiscito para mudar a Constituição* de 1988, criada após a ditadura militar, num evento organizado pela Academia Brasileira de Direito Constitucional	2020-10-27
618	17.691462	8.984593	Correio Sabiá	 👨🏻‍⚖️👀 ➕ *Mais:* O exemplo para a mudança constitucional seria o Chile	2020-10-27
